Artist,Title,Lyrics,URL
Ace,Play The Music,"Let my spirit go
Let my body roll
I can feel the heat
Play the music
Can you reach to me
In a wheel of freedom

I wanna see you dance by my side
I wanna feel the drums in the night
Yeah babe - Can't wait till tomorrow
Fun is a touch and go

Play the music for me - for me, baby
And my music can set you free - woah woah
Play the music for me - for me, baby
If you're standin' by the fire you'll get burnt
Play the music for me - for me, baby
And my music can set you free - woah woah
If you're standin' by the fire you'll get burnt
Play the music

Dancing' next to me
Set my body free
Let me feel the beat
Play the music
You can't stop me now
In a wheel of power","https://www.eurobeat-prime.com/lyrics.php?lyrics=169
"
Ace,Power Of Sound,"I don't wanna stand alone tonight
Heart of glass, I'm still too weak to fight

Music loud for me
To feel wild and free
Lettin' space and time just disappear

Power of sound
Power of your feelings
Bangin' the wall of destiny
I will smash it to the music
Power of sound 
Power, make me dizzy
Enter my mind and take me now
I will crash into the music
Power of sound

Lookin' for the meaning of my life
It's not easy to see things alright","https://www.eurobeat-prime.com/lyrics.php?lyrics=2360
"
Ace,Rider Of The Sky,"I was born to be a legend 
Dreamin' of the seventh heaven
Pretty baby i was born to fly

Howlin' wind that blows into my hair
I just wanna reach my freedom 
Up into the air

Rider of the sky
Can you feel my heart is beatin' hard now baby
Rider of the sky
Flashin' like an arrow through, star bright

Rider of the sky
Heaven is alive between my fingers, baby
Rider of the sky
Dartin' like a dream comes true, star bright

In my mind i feel the rhythm
You can't stop this man from dreamin'
You can't stop my flight
Into the night","https://www.eurobeat-prime.com/lyrics.php?lyrics=2817
"
Ace,Set Me Free,"Walkin' in the neon light
Heartbeat tickin' out the time
When I see your beady eyes
Flashin' in the glamo' night
Never stop rollin' babe!

Dancin' your head away
Gimme gimme DJ
Vibe thru your body shake
Gimme gimme more
Gravity set me free
Energy's for lovers
Now babe

You gotta set me set me free
I gotta spin my head around oh with that crazy movin'
Set me set me free
I got a supersonic love and rock the night all over

Show me your secret mind
Can't you feel my heart in rhyme
Every time we touch the ground
I just take off to the sound
Go with that rhythm babe!

Set me set me free
Until the night is on
You rock the world around
Set me set me free
And all is fallin' down
Never stop rollin' babe","https://www.eurobeat-prime.com/lyrics.php?lyrics=3838
"
Ace,Take My Breath Away,"Don't know why
Crazy heart I get no sleep in the night
Tumble down for you
Dreamin' lonely I feel broken in two

I keep
Waiting waiting waiting
And I live for the feeling
Feeling feeling

Take my breath away
Let me hear you say
When you kiss me thru the fire and rain
Take my breath away
Dreamin' wide awake
See I'm trusting all my life in your hands
Take my breath away
Let me hear you say
When you kiss me thru the fire and rain
Take my breath away
Dreamin' wide awake
See I'm trusting all my life in your hands

Rainy day
And the fire fills the TV blue sky
Your fingers on my face
Wake my body now before it's too late","https://www.eurobeat-prime.com/lyrics.php?lyrics=608
"
Ace,The Music Of Life,"Livin' under pressure
Steely tangle to unwind
Can't rid that feelin' down
Creepin' up depression
Wanna leave it all behind
And turn my world around

Wanna feel your soul is next to mine
Got you all together in my mind
Rollin' free tonight, let the music fly
Baby one more time (3 times)

The music of life, of life
On a golden stair we climb and climb
I believe it's love this magic
That we're feelin' inside
The music of life, of life
And it's like forever one more time
It's the way we dance together
To the music of life

I can live for feelin'
Now my heart is starvin' cold
I was lookin' just for fun
I was hungry, greedy
Never knowin' what I'd got,
Your precious love around","https://www.eurobeat-prime.com/lyrics.php?lyrics=4497
"
Ace,Tiger! Tiger!,"All I need is some action
In the maze of my heartache, no way
Just a power injection in my night

Can't tame the tiger
It's roarin'high, you hear it, higher
And in a lust of life it's catchin' at you!

Come on now tiger! tiger!
Breakin' thru the night
Burnin' like a fire
Tiger! Tiger bright!
In the jungle of soul
Out of control

Come on now tiger! tiger!
Callin' of the night
Dark as dark desire
Tiger! Tiger bright
In the jungle of soul
Out of control
Crazy into the wild

Simple reules of attraction
Stronger animal happiness, girl
We could spend all tonight just makin' love

Can't tame the tiger
It's roarin' high, you hear it, higher
And in a lust of life it's catchin' at you!

Come on now tiger! tiger!
Breakin' thru the night
Burnin' like a fire
Tiger! Tiger bright!
In the jungle of soul
Out of control

Come on now tiger! tiger!
Callin' of the night
Dark as dark desire
Tiger! Tiger bright!
In the jungle of soul
Out of control
Crazy into the wild","https://www.eurobeat-prime.com/lyrics.php?lyrics=4569
"
Ace,Tokyo Lights,"I wanna drive in the heart of the night,
Down in the survival fight,
The city streets rollin' under so fast,
Rorain' in the stormy blast

Tokyo Lights,
Wind on my soul,
I won't regret hearin' your call,
Don't ask me why,
I feel the stars inside, they drive me wild - uooh

Tokyo Lights,
Tokyo Lights,
Just like an arrow thru' the night of fire
Tokyo Lights,
Flash in the sky,
I feel the power is risin' higher,
Tokyo Lights
Tokyo Lights,
Just like an arrow thru' the night of fire
Tokyo Lights,
Flash in the sky,
I feel the power is risin' higher,
Tokyo Lights

I feel a chill, like a crack in the night,
Baby I just gotta fly,
I wanna feel like the spin of the wheel,
Never stop untill I die

Tokyo Lights...","https://www.eurobeat-prime.com/lyrics.php?lyrics=3200
"
Ace,Turn Me On,"Can't run around
Gotta believe it
Baby you need me here
Fire burning' high
Risin' the feelin' suddenly
When you're near

Movin' 'cross the border
Crashin' every power
Crazy with love just one more time
We can hunt each other babe
Forever, in the game

You turn me on
Dancin' with the feelings
Baby I got no control
You turn me on
Player and played
Turn me on turn me on turn me on

You turn me on
Dancin' with the feelings
Baby I got no control
You turn me on
Player and played
Turn me on turn me on turn me on
You turn me on

Heartbeat pumpin' up
Energy lover
Baby I just can't wait
No tellin' how
We're in too deep together now
Anyway","https://www.eurobeat-prime.com/lyrics.php?lyrics=4330
"
Ace,TV Hero,"I'm a believer now
Used to be sad and lonely
Waiting for someone else
To take away my pride

Live for you, live for me
Live together in one soul
If you let the light inside
I'll be your hero

I'm your TV hero
Beating together in the beatings of my heart
All we dream is forever - ever
Living together in your mind
I'm your TV hero
Fightin' together in the heatin' of the fight
And my name is forever - ever
A writing in gold among the stars
I'm your TV hero

Never get on my knees
Baby I know I'm someone
Followin' my destiny
It's hidden in the night","https://www.eurobeat-prime.com/lyrics.php?lyrics=973
"
Ace,Wait For You,"I never felt like nothing in the world like this before
Now I'm missing you
And I'm wishing you would come back through my door
Oooh why did you have to go?
You could have let me know
So now I'm all alone

You could have stayed but you wouldn't give me a chance
With you not around it's a little more than I can stand
And all my tears they
Keep running down my face
Why did you turn away

So why does your pride
Make you run and hide
Are you that afraid of me
But I know it's a lite what you keep inside
This is not how you want it to be

So baby I will wait for you
Cause I don't know what else I can do
Don't tell me I ran out of time
If it takes the rest of my life
Baby I will wait for you
If you think I'm fine
It just ain't true
I really need you in my life
No matter what I have to do
I'll wait for you

Been a long time since you called me
You gotta be feeling crazy
How can you walk away
Everything stays the same
I just can't do it babe
What will it take to make you come back
Girl I told you what it is and it just ain't like that
Why can't you look at me
You're still in love with me
Don't leve me crying

Baby why can't we just
Just start over again
Get it back to the way it was
If you give me a chance
I can love you right
But you're telling me it won't be enough
So baby I will wait for you
Cause I don't know what else I can do
Don't tell me I ran out of time
If it takes the rest of my life
Baby I will wait for you
If you think I'm fighting
Just ain't true
I really need you in my life
No matter what I have to do
I'll wait for you

So why does your pride
Make you run and hide
Are you that afraid of me
But I know it's a lie what you're keeping inside
That is not how you want it to be

Baby I will wait for you
Baby I will wait for you
If it's the last thing I do

So baby I will wait for you
Cause I don't know what else I can do
Don't tell me I ran out of time
If it takes the rest of my life
Baby I will wait for you","https://www.eurobeat-prime.com/lyrics.php?lyrics=3587
"
Ace,Welcome To The Real World,"Every day I'm the guy next door
Every day I'm a misbeliever
You can see I just wanna feel I'm somebody

I wanna feel the real power in
The heart of the flame
It's a fire in me
What I wanna be
You can see the real me baby

Welcome to the real world
Baby come on
Welcome to the fire
Welcome to the real world
Baby hold on
I can't forget myself for you

What you see is a shade of true
You believe what the people say now
I can see you just wanna feel you're somebody","https://www.eurobeat-prime.com/lyrics.php?lyrics=267
"
Ace & La Gatta,Feel Th'Beat,"Night, tonight I wanna feel alright
Flash of light, laser my heart!
Bright, so bright I never seen you shine
Wild and sexysmart

I wanna feel th'beat,  don't wan' no cheat
I'm reachin' for the flame
I'm ready for the starlight
You ready too?
Alright
Alright
Take a chance,  and let me dance
Dive in the jam tonight, 
Get on the floor
And let the power go!

Come on and feel th' beat
Don't stop and get the beat around
Never get enough of come on
Dancin' with my babe you go
Come on and feel the beat
Hey boy, you blow me off the ground
Get on with the feelin'
Wanna lose control

Come on and feel th'beat
Don't stop and get the beat around
Never get enough of come on
Dancin' with my babe you go
Come on and feel the beat
Hey boy, you turn me upside down
Shakin' to the rhythm
Come on baby feel th' beat

Right, excite and take me up tonight
Don't deny yourself a treat
High and high I wanna make you fly
Baby close to me","https://www.eurobeat-prime.com/lyrics.php?lyrics=4451
"
Ace & Pamsy ,Inside My Soul,"Dress me up in time hurry hurry smile
Don't forget my lovin behind
I got this crazy feelin'
We can make the night all shine

Rushin' to the city busy busy line
Everybody's lookin so fine
I'm gonna let myself go
Uo-o o-oh

Gimme dance, gimme more
I wanna feel it inside my soul
Get a move, get my love
Gotta feel inside my soul
Uo-o o-oh, uo-o o-oh
Dancin with you babe
Uo-o o-oh, uo-o o-oh
Gotta feel inside my soul
Inside my soul

Nothing's in my life when it's you and i
Actin' foolish talkin' big fun
We're gonna need some dancin'
Leavin' all the worries down","https://www.eurobeat-prime.com/lyrics.php?lyrics=4080
"
Ace & Seastar,Come Alive,"You wore a smile, the moon got to shine
I just remember the moonlight
And like a fool, my cool was all over
Just vanish'd in the
Dance of 2 hearts
Still chasin' each other now
Can you feel what I feel
You turn me on, it's so unwise

Come alive
Nothing else but you in my heart now
Alive-live just for you love babe
No lonely day for you
Come alive

Come alive
Never be so cruel as to leave now
Alive-live just for your love
No lonely night with you
Come alive

A wind of change, I turned about strange
And you got pierced into my heart
But like a fool, I just couldn't say so
I couldn't believe you
Turned inside out
My world I believed was free
And now all that I know,
Over our skin there's only sky","https://www.eurobeat-prime.com/lyrics.php?lyrics=4274
"
